Number;Name;Business;Country;EAD;LGD;PD;Default;A;B;C
1547;Name  1547;A;A;273751,6726;0,349875153;0,002954555;Poisson;1;0;0
1548;Name  1548;B;D;154246,6648;0,649597723;0,190253211;Poisson;0;1;0
1549;Name  1549;B;B;267038,9991;0,959677973;0,213830839;Poisson;0;1;0
1550;Name  1550;C;B;472866,5729;0,905581648;0,195423089;Poisson;0;0;1
1551;Name  1551;A;C;428930,5605;0,141221546;0,039616271;Poisson;1;0;0
1552;Name  1552;C;C;82477,2422;0,461946883;0,15929406;Poisson;0;0;1
1553;Name  1553;B;B;558481,6774;0,547100069;0,31643616;Poisson;0;1;0
1554;Name  1554;C;B;535079,3986;0,223549442;0,107366237;Poisson;0;0;1
1555;Name  1555;C;A;555487,9275;0,390489416;0,168133148;Poisson;0;0;1
1556;Name  1556;A;C;35274,21163;0,098667454;0,050890396;Poisson;1;0;0
1557;Name  1557;A;C;968018,1594;0,880517676;0,216161295;Poisson;1;0;0
1558;Name  1558;C;D;33371,7241;0,441844439;0,277939866;Poisson;0;0;1
1559;Name  1559;B;A;994507,311;0,420566656;0,293437397;Poisson;0;1;0
1560;Name  1560;B;E;537081,8999;0,419944616;0,285166872;Poisson;0;1;0
1561;Name  1561;A;D;800532,2658;0,545292888;0,174642262;Poisson;1;0;0
1562;Name  1562;C;A;875866,6519;0,845670188;0,324422266;Poisson;0;0;1
1563;Name  1563;C;B;837557,0812;0,162381973;0,039685526;Poisson;0;0;1
1564;Name  1564;C;A;412056,9401;0,24812986;0,218142924;Poisson;0;0;1
1565;Name  1565;B;D;980881,8637;0,884984643;0,225596359;Poisson;0;1;0
1566;Name  1566;C;C;694679,5248;0,819095068;0,262629795;Poisson;0;0;1
1567;Name  1567;C;B;820886,3887;0,014103164;0,319772036;Poisson;0;0;1
1568;Name  1568;C;A;113595,2238;0,039069747;0,303975457;Poisson;0;0;1
1569;Name  1569;B;C;868890,6848;0,115232941;0,007245348;Poisson;0;1;0
1570;Name  1570;B;C;408606,7772;0,727694983;0,15648688;Poisson;0;1;0
1571;Name  1571;C;D;512300,1616;0,380501072;0,107460515;Poisson;0;0;1
1572;Name  1572;B;D;328705,5508;0,058742844;0,245276184;Poisson;0;1;0
1573;Name  1573;A;D;596453,8124;0,011865146;0,223622915;Poisson;1;0;0
1574;Name  1574;A;E;192686,6412;0,69168108;0,009859511;Poisson;1;0;0
1575;Name  1575;B;E;398536,7461;0,717976423;0,156353179;Poisson;0;1;0
1576;Name  1576;A;D;282081,4432;0,217488623;0,10795972;Poisson;1;0;0
1577;Name  1577;B;D;966404,7009;0,910573604;0,071886901;Poisson;0;1;0
1578;Name  1578;B;B;539248,8481;0,815766719;0,008433053;Poisson;0;1;0
1579;Name  1579;C;A;440643,1169;0,92312672;0,016816989;Poisson;0;0;1
1580;Name  1580;A;B;296039,5063;0,572290028;0,105674138;Poisson;1;0;0
1581;Name  1581;A;D;355016,219;0,808902847;0,075494573;Poisson;1;0;0
1582;Name  1582;C;D;38694,15007;0,036004611;0,036095438;Poisson;0;0;1
1583;Name  1583;B;E;112465,0046;0,061028825;0,193796169;Poisson;0;1;0
1584;Name  1584;B;D;490921,55;0,612864765;0,078575583;Poisson;0;1;0
1585;Name  1585;A;C;376910,3404;0,403935939;0,176702053;Poisson;1;0;0
1586;Name  1586;A;B;456456,3669;0,164247415;0,2342054;Poisson;1;0;0
1587;Name  1587;C;E;479689,2241;0,994631517;0,099146542;Poisson;0;0;1
1588;Name  1588;A;E;705049,3082;0,728555857;0,220339628;Poisson;1;0;0
1589;Name  1589;A;E;264505,3432;0,51610604;0,290877012;Poisson;1;0;0
1590;Name  1590;C;E;380130,2757;0,825259564;0,328639725;Poisson;0;0;1
1591;Name  1591;C;E;714666,2273;0,562376339;0,237438806;Poisson;0;0;1
1592;Name  1592;A;B;753469,882;0,264137263;0,096184029;Poisson;1;0;0
1593;Name  1593;B;E;635617,9776;0,663582646;0,062388114;Poisson;0;1;0
1594;Name  1594;A;B;256800,5883;0,978920292;0,188716112;Poisson;1;0;0
1595;Name  1595;C;A;555549,3182;0,964552447;0,009954137;Poisson;0;0;1
1596;Name  1596;C;B;676217,9165;0,261917383;0,020215846;Poisson;0;0;1
1597;Name  1597;A;B;73181,97557;0,177864563;0,242437247;Poisson;1;0;0
1598;Name  1598;B;E;322260,0079;0,481702794;0,253061342;Poisson;0;1;0
1599;Name  1599;B;B;45695,53055;0,174798338;0,303397927;Poisson;0;1;0
1600;Name  1600;C;B;172887,3862;0,536534359;0,038416733;Poisson;0;0;1
1601;Name  1601;C;C;706170,2945;0,662597188;0,145440005;Poisson;0;0;1
1602;Name  1602;C;D;158386,073;0,544314052;0,269740015;Poisson;0;0;1
1603;Name  1603;A;B;318374,0581;0,438062127;0,015748091;Poisson;1;0;0
1604;Name  1604;B;C;74464,06867;0,25496264;0,209711562;Poisson;0;1;0
1605;Name  1605;C;C;837956,5494;0,047939267;0,218095912;Poisson;0;0;1
1606;Name  1606;C;D;759413,2825;0,675065875;0,022803543;Poisson;0;0;1
1607;Name  1607;C;B;200267,4961;0,334567928;0,307298889;Poisson;0;0;1
1608;Name  1608;B;B;20366,04786;0,661345143;0,132639605;Poisson;0;1;0
1609;Name  1609;A;E;559060,8816;0,295408503;0,05954264;Poisson;1;0;0
1610;Name  1610;A;A;383839,9354;0,400947754;0,101168427;Poisson;1;0;0
1611;Name  1611;B;C;48746,27579;0,61170595;0,000801468;Poisson;0;1;0
1612;Name  1612;C;C;412238,5783;0,277072908;0,235282792;Poisson;0;0;1
1613;Name  1613;C;D;687511,4924;0,045719071;0,036163739;Poisson;0;0;1
1614;Name  1614;A;D;357982,417;0,819006537;0,298296558;Poisson;1;0;0
1615;Name  1615;B;B;667173,061;0,512387146;0,296916694;Poisson;0;1;0
1616;Name  1616;C;C;190725,1069;0,286806837;0,245923833;Poisson;0;0;1
1617;Name  1617;C;A;268907,2033;0,804383731;0,024672847;Poisson;0;0;1
1618;Name  1618;A;A;678826,6948;0,498459353;0,150747095;Poisson;1;0;0
1619;Name  1619;C;E;647457,3126;0,837088339;0,137469405;Poisson;0;0;1
1620;Name  1620;B;B;82850,98827;0,669433579;0,187034594;Poisson;0;1;0
1621;Name  1621;A;E;791200,9632;0,279083691;0,075999735;Poisson;1;0;0
1622;Name  1622;C;E;384231,7545;0,298767699;0,179934483;Poisson;0;0;1
1623;Name  1623;B;B;482503,1564;0,60199427;0,116845809;Poisson;0;1;0
1624;Name  1624;C;A;293742,8585;0,996686488;0,015422319;Poisson;0;0;1
1625;Name  1625;C;B;996008,0351;0,258612981;0,054197681;Poisson;0;0;1
1626;Name  1626;C;E;148127,232;0,459597049;0,161993663;Poisson;0;0;1
1627;Name  1627;B;E;110811,948;0,801490282;0,255389522;Poisson;0;1;0
1628;Name  1628;C;A;2641,889354;0,508252671;0,284848695;Poisson;0;0;1
1629;Name  1629;C;D;397126,306;0,285310412;0,140233599;Poisson;0;0;1
1630;Name  1630;C;C;780636,379;0,894067236;0,335914917;Poisson;0;0;1
1631;Name  1631;B;A;702005,9765;0,591199401;0,19444421;Poisson;0;1;0
1632;Name  1632;B;B;996549,8476;0,49055455;0,112548108;Poisson;0;1;0
1633;Name  1633;C;E;236811,7128;0,529835193;0,309908253;Poisson;0;0;1
1634;Name  1634;A;E;574910,0286;0,835451117;0,170373231;Poisson;1;0;0
1635;Name  1635;B;D;249512,1591;0,858099547;0,130387887;Poisson;0;1;0
1636;Name  1636;B;D;883811,6126;0,859415281;0,152427373;Poisson;0;1;0
1637;Name  1637;C;A;580443,1263;0,538795433;0,087924377;Poisson;0;0;1
1638;Name  1638;A;A;363778,6178;0,702973238;0,127504589;Poisson;1;0;0
1639;Name  1639;C;C;10485,97427;0,691034413;0,205954853;Poisson;0;0;1
1640;Name  1640;B;A;692286,3028;0,152545034;0,257580954;Poisson;0;1;0
1641;Name  1641;C;A;444487,3929;0,74858654;0,020203121;Poisson;0;0;1
1642;Name  1642;A;C;857486,1351;0,925267069;0,189736072;Poisson;1;0;0
1643;Name  1643;B;D;726768,2801;0,276671139;0,204044914;Poisson;0;1;0
1644;Name  1644;B;A;527476,5208;0,714955732;0,046415831;Poisson;0;1;0
1645;Name  1645;C;B;570700,8146;0,195208195;0,29012611;Poisson;0;0;1
1646;Name  1646;B;E;533208,0231;0,533404547;0,343392345;Poisson;0;1;0
1647;Name  1647;B;A;933757,1098;0,909277837;0,031739221;Poisson;0;1;0
1648;Name  1648;B;E;294728,0335;0,420173276;0,289028514;Poisson;0;1;0
1649;Name  1649;B;E;318933,3114;0,594752267;0,125521346;Poisson;0;1;0
1650;Name  1650;B;E;683900,0471;0,107250412;0,281202532;Poisson;0;1;0
1651;Name  1651;A;D;571047,0935;0,772781622;0,29657552;Poisson;1;0;0
1652;Name  1652;C;B;826707,2725;0,569247441;0,018506334;Poisson;0;0;1
1653;Name  1653;B;C;931060,9752;0,533809214;0,085203156;Poisson;0;1;0
1654;Name  1654;B;C;622296,9413;0,858235585;0,052356123;Poisson;0;1;0
1655;Name  1655;B;D;813388,0416;0,243550916;0,343030108;Poisson;0;1;0
1656;Name  1656;C;A;751344,8581;0,126297367;0,181254131;Poisson;0;0;1
1657;Name  1657;A;E;903959,7785;0,710744702;0,303498316;Poisson;1;0;0
1658;Name  1658;C;D;104720,9006;0,325989021;0,13382185;Poisson;0;0;1
1659;Name  1659;B;B;758369,5007;0,975685017;0,273470056;Poisson;0;1;0
1660;Name  1660;C;B;703949,4876;0,438091609;0,095706029;Poisson;0;0;1
1661;Name  1661;A;A;416999,0163;0,961934025;0,237073813;Poisson;1;0;0
1662;Name  1662;B;A;284016,9833;0,956778191;0,117176002;Poisson;0;1;0
1663;Name  1663;B;E;754081,3058;0,247951195;0,187414961;Poisson;0;1;0
1664;Name  1664;A;B;294521,1003;0,373369319;0,302429065;Poisson;1;0;0
1665;Name  1665;B;B;89079,70929;0,602623736;0,348658992;Poisson;0;1;0
1666;Name  1666;B;A;988163,6218;0,240995298;0,000613307;Poisson;0;1;0
1667;Name  1667;B;C;431665,8736;0,731800858;0,28368671;Poisson;0;1;0
1668;Name  1668;B;D;726579,9871;0,678287994;0,126719441;Poisson;0;1;0
1669;Name  1669;B;C;35915,82339;0,936664602;0,292992918;Poisson;0;1;0
1670;Name  1670;B;A;627382,7159;0,385510442;0,17156534;Poisson;0;1;0
1671;Name  1671;B;A;558114,6548;0,089679401;0,17161967;Poisson;0;1;0
1672;Name  1672;A;D;654907,9948;0,269153763;0,227112348;Poisson;1;0;0
1673;Name  1673;B;A;50453,69795;0,146159845;0,297585949;Poisson;0;1;0
1674;Name  1674;C;B;956448,4925;0,701591161;0,150125782;Poisson;0;0;1
1675;Name  1675;C;B;678764,9045;0,208574382;0,127399561;Poisson;0;0;1
1676;Name  1676;C;A;485800,1813;0,15086864;0,153742947;Poisson;0;0;1
1677;Name  1677;B;D;677724,551;0,360457886;0,061299145;Poisson;0;1;0
1678;Name  1678;A;B;423024,8207;0,322837332;0,275472;Poisson;1;0;0
1679;Name  1679;C;E;596718,5019;0,613026701;0,256325348;Poisson;0;0;1
1680;Name  1680;B;E;796993,5482;0,554959139;0,198675051;Poisson;0;1;0
1681;Name  1681;A;B;332605,0999;0,839435181;0,103464022;Poisson;1;0;0
1682;Name  1682;A;E;146393,8575;0,393836521;0,105839411;Poisson;1;0;0
1683;Name  1683;B;D;642438,4753;0,598816446;0,03086951;Poisson;0;1;0
1684;Name  1684;C;D;736429,91;0,414212334;0,057854419;Poisson;0;0;1
1685;Name  1685;B;E;300808,2357;0,160578456;0,209429768;Poisson;0;1;0
1686;Name  1686;C;E;415445,489;0,640321958;0,256748872;Poisson;0;0;1
1687;Name  1687;A;E;640218,784;0,253698854;0,281281653;Poisson;1;0;0
1688;Name  1688;A;B;686596,6715;0,596400719;0,164648559;Poisson;1;0;0
1689;Name  1689;B;B;639785,4696;0,502347146;0,046640599;Poisson;0;1;0
1690;Name  1690;A;D;341005,1983;0,42023148;0,186063821;Poisson;1;0;0
1691;Name  1691;C;D;777148,3254;0,847587576;0,071562919;Poisson;0;0;1
1692;Name  1692;C;C;72685,76605;0,09555;0,212680272;Poisson;0;0;1
1693;Name  1693;C;B;177555,8795;0,485635109;0,314588647;Poisson;0;0;1
1694;Name  1694;B;E;952201,0303;0,709070354;0,217789614;Poisson;0;1;0
1695;Name  1695;C;D;653714,2893;0,501140865;0,057753913;Poisson;0;0;1
1696;Name  1696;A;B;152476,5939;0,713886625;0,261352341;Poisson;1;0;0
1697;Name  1697;C;A;724411,8066;0,488112669;0,059411885;Poisson;0;0;1
1698;Name  1698;A;C;191838,2593;0,841690867;0,20613471;Poisson;1;0;0
1699;Name  1699;B;E;357959,2894;0,827193739;0,065901386;Poisson;0;1;0
1700;Name  1700;B;D;26703,21156;0,879003615;0,274294503;Poisson;0;1;0
1701;Name  1701;C;D;106938,077;0,890656748;0,246596195;Poisson;0;0;1
1702;Name  1702;B;C;108039,3122;0,766910558;0,026251833;Poisson;0;1;0
1703;Name  1703;C;C;734056,4898;0,638891485;0,008304926;Poisson;0;0;1
1704;Name  1704;B;D;629466,1664;0,435716358;0,127724591;Poisson;0;1;0
1705;Name  1705;A;B;245881,0118;0,04261988;0,156895943;Poisson;1;0;0
1706;Name  1706;A;C;562199,3769;0,556664798;0,037103172;Poisson;1;0;0
1707;Name  1707;A;B;886359,4823;0,789968485;0,178576591;Poisson;1;0;0
1708;Name  1708;A;D;668891,5178;0,511045998;0,097277045;Poisson;1;0;0
1709;Name  1709;B;C;765782,3319;0,191888812;0,06976622;Poisson;0;1;0
1710;Name  1710;A;C;912598,2001;0,345604176;0,076574326;Poisson;1;0;0
1711;Name  1711;A;C;775380,4925;0,223852189;0,260313633;Poisson;1;0;0
1712;Name  1712;C;C;444841,7896;0,863259911;0,218989667;Poisson;0;0;1
1713;Name  1713;C;B;711359,5073;0,7103527;0,151546804;Poisson;0;0;1
1714;Name  1714;A;D;783020,7061;0,394584244;0,149261908;Poisson;1;0;0
1715;Name  1715;B;A;5043,915339;0,353795407;0,201559036;Poisson;0;1;0
1716;Name  1716;A;E;102240,582;0,772534372;0,034049278;Poisson;1;0;0
1717;Name  1717;B;C;691085,4001;0,708061713;0,028147891;Poisson;0;1;0
1718;Name  1718;B;B;211533,1544;0,416317361;0,000619436;Poisson;0;1;0
1719;Name  1719;C;C;456007,9621;0,720237416;0,208254638;Poisson;0;0;1
1720;Name  1720;A;E;779879,9011;0,741975681;0,078571577;Poisson;1;0;0
1721;Name  1721;B;C;157976,1689;0,977966479;0,082716867;Poisson;0;1;0
1722;Name  1722;A;B;677838,1938;0,431501545;0,111145411;Poisson;1;0;0
1723;Name  1723;A;D;698673,3579;0,63856936;0,201838851;Poisson;1;0;0
1724;Name  1724;A;B;257450,6792;0,712915985;0,271996473;Poisson;1;0;0
1725;Name  1725;C;B;513932,3206;0,069541735;0,348089392;Poisson;0;0;1
1726;Name  1726;A;D;688108,7633;0,751401293;0,110710229;Poisson;1;0;0
1727;Name  1727;B;B;637644,9801;0,330724926;0,311147877;Poisson;0;1;0
1728;Name  1728;A;E;28435,32723;0,658995386;0,1128003;Poisson;1;0;0
1729;Name  1729;A;C;641601,0846;0,984043218;0,0436643;Poisson;1;0;0
1730;Name  1730;A;C;156836,3168;0,169959599;0,266416501;Poisson;1;0;0
1731;Name  1731;C;B;893360,7095;0,856063474;0,320974762;Poisson;0;0;1
1732;Name  1732;B;A;147240,6547;0,593690245;0,239273301;Poisson;0;1;0
1733;Name  1733;C;B;623857,8647;0,203881342;0,269098275;Poisson;0;0;1
1734;Name  1734;C;A;645560,2634;0,67906525;0,341251494;Poisson;0;0;1
1735;Name  1735;C;A;763125,1123;0,456234884;0,182699012;Poisson;0;0;1
1736;Name  1736;B;C;895872,2723;0,393120013;0,159180978;Poisson;0;1;0
1737;Name  1737;B;E;709721,1515;0,257030979;0,069305026;Poisson;0;1;0
1738;Name  1738;B;B;317742,8498;0,372576015;0,002405909;Poisson;0;1;0
1739;Name  1739;C;E;772274,3978;0,697133902;0,171891133;Poisson;0;0;1
1740;Name  1740;A;A;13332,60284;0,814868785;0,087650696;Poisson;1;0;0
1741;Name  1741;C;E;923884,0785;0,894970749;0,156481941;Poisson;0;0;1
1742;Name  1742;B;A;946904,8791;0,832605982;0,051445012;Poisson;0;1;0
1743;Name  1743;C;D;183496,2436;0,854342491;0,321816939;Poisson;0;0;1
1744;Name  1744;B;D;768684,264;0,418664861;0,053984815;Poisson;0;1;0
1745;Name  1745;A;B;735803,8369;0,143659129;0,044093146;Poisson;1;0;0
1746;Name  1746;C;D;761477,1645;0,495318262;0,342607941;Poisson;0;0;1
1747;Name  1747;C;D;661694,9915;0,374963468;0,259936805;Poisson;0;0;1
1748;Name  1748;B;E;506479,2392;0,647836242;0,262710327;Poisson;0;1;0
1749;Name  1749;A;C;730125,4156;0,955385523;0,189088875;Poisson;1;0;0
1750;Name  1750;C;B;309790,9488;0,424603873;0,149162322;Poisson;0;0;1
1751;Name  1751;C;E;869444,566;0,457306904;0,019034849;Poisson;0;0;1
1752;Name  1752;B;C;804105,1208;0,624692209;0,269328595;Poisson;0;1;0
1753;Name  1753;C;A;106532,8892;0,891361027;0,152378638;Poisson;0;0;1
1754;Name  1754;B;D;252588,7857;0,016562793;0,173658096;Poisson;0;1;0
1755;Name  1755;B;B;732324,9968;0,793463702;0,258176234;Poisson;0;1;0
1756;Name  1756;C;B;841036,1258;0,690425934;0,094059691;Poisson;0;0;1
1757;Name  1757;B;C;711987,657;0,630621407;0,023836951;Poisson;0;1;0
1758;Name  1758;A;E;94002,87135;0,290936978;0,098622388;Poisson;1;0;0
1759;Name  1759;C;B;984665,982;0,688497714;0,118755325;Poisson;0;0;1
1760;Name  1760;A;B;676416,3192;0,894793254;0,152595263;Poisson;1;0;0
1761;Name  1761;B;E;427146,2362;0,599089564;0,256633193;Poisson;0;1;0
1762;Name  1762;A;C;988451,2071;0,821487386;0,075399773;Poisson;1;0;0
1763;Name  1763;C;D;692884,6635;0,149840571;0,014226679;Poisson;0;0;1
1764;Name  1764;A;D;588743,8936;0,275296254;0,347720831;Poisson;1;0;0
1765;Name  1765;B;A;882178,2686;0,909286704;0,177251477;Poisson;0;1;0
1766;Name  1766;B;D;701774,9555;0,918215378;0,12649846;Poisson;0;1;0
1767;Name  1767;A;B;443097,2118;0,09151792;0,001419686;Poisson;1;0;0
1768;Name  1768;B;D;403015,5545;0,692017268;0,322749529;Poisson;0;1;0
1769;Name  1769;B;E;347926,5437;0,519916956;0,259057838;Poisson;0;1;0
1770;Name  1770;C;B;324339,1749;0,182832917;0,149091599;Poisson;0;0;1
1771;Name  1771;B;D;252271,9996;0,973234039;0,138831998;Poisson;0;1;0
1772;Name  1772;C;D;350583,3862;0,608006597;0,252033846;Poisson;0;0;1
1773;Name  1773;A;E;825403,6662;0,473772212;0,263495484;Poisson;1;0;0
1774;Name  1774;A;C;687883,116;0,194076438;0,288333516;Poisson;1;0;0
1775;Name  1775;C;B;173870,0268;0,390439164;0,13347742;Poisson;0;0;1
1776;Name  1776;B;A;173661,0063;0,873561752;0,223601652;Poisson;0;1;0
1777;Name  1777;B;D;904143,8745;0,538471236;0,169962546;Poisson;0;1;0
1778;Name  1778;C;D;337302,9666;0,176025775;0,266927273;Poisson;0;0;1
1779;Name  1779;A;D;363948,223;0,403644571;0,230673197;Poisson;1;0;0
1780;Name  1780;A;B;148314,5484;0,59855987;0,321412939;Poisson;1;0;0
1781;Name  1781;C;E;972858,2589;0,979866846;0,042408911;Poisson;0;0;1
1782;Name  1782;C;D;348899,1715;0,156732079;0,049393627;Poisson;0;0;1
1783;Name  1783;C;A;845942,9172;0,980096213;0,033174944;Poisson;0;0;1
1784;Name  1784;C;D;10832,2538;0,365335282;0,047283715;Poisson;0;0;1
1785;Name  1785;B;B;36042,10656;0,920282062;0,05237837;Poisson;0;1;0
1786;Name  1786;B;E;666588,3887;0,683581549;0,013015033;Poisson;0;1;0
1787;Name  1787;B;D;54392,23974;0,816810445;0,112885425;Poisson;0;1;0
1788;Name  1788;B;D;184676,491;0,461556169;0,276425754;Poisson;0;1;0
1789;Name  1789;C;B;110587,7216;0,067659198;0,33580911;Poisson;0;0;1
1790;Name  1790;A;B;765604,388;0,272409134;0,133778081;Poisson;1;0;0
1791;Name  1791;B;E;164245,7664;0,866729183;0,126214872;Poisson;0;1;0
1792;Name  1792;A;D;481272,7051;0,991687527;0,226164969;Poisson;1;0;0
1793;Name  1793;A;A;328183,5595;0,328110186;0,042454993;Poisson;1;0;0
1794;Name  1794;B;D;85141,8339;0,909304436;0,145567303;Poisson;0;1;0
1795;Name  1795;C;A;593305,5519;0,02262309;0,185631285;Poisson;0;0;1
1796;Name  1796;C;C;455396,0912;0,288086516;0,094094999;Poisson;0;0;1
1797;Name  1797;A;D;474359,2364;0,73088831;0,152225565;Poisson;1;0;0
1798;Name  1798;B;B;145070,5467;0,642801464;0,300668156;Poisson;0;1;0
1799;Name  1799;B;E;961664,9641;0,347141099;0,183971757;Poisson;0;1;0
1800;Name  1800;B;E;267248,9816;0,785575321;0,167514986;Poisson;0;1;0
1801;Name  1801;C;C;435144,3367;0,60574324;0,174851925;Poisson;0;0;1
1802;Name  1802;C;B;363682,9905;0,085886392;0,104780031;Poisson;0;0;1
1803;Name  1803;A;D;821386,9941;0,866427387;0,227997948;Poisson;1;0;0
1804;Name  1804;A;A;580504,6941;0,771644953;0,228877759;Poisson;1;0;0
1805;Name  1805;A;D;683172,8437;0,871441139;0,158150918;Poisson;1;0;0
1806;Name  1806;C;E;706160,6061;0,945927868;0,081272576;Poisson;0;0;1
1807;Name  1807;A;A;719942,3475;0,963014692;0,214199354;Poisson;1;0;0
1808;Name  1808;B;B;474042,764;0,960657334;0,088574417;Poisson;0;1;0
1809;Name  1809;B;E;972789,3802;0,83062751;0,002827247;Poisson;0;1;0
1810;Name  1810;B;B;663550,9046;0,69378047;0,048492158;Poisson;0;1;0
1811;Name  1811;A;D;299921,5849;0,228754613;0,162160351;Poisson;1;0;0
1812;Name  1812;C;C;185193,7639;0,603336813;0,335530639;Poisson;0;0;1
1813;Name  1813;B;E;877789,1858;0,093410042;0,152346943;Poisson;0;1;0
1814;Name  1814;B;E;594498,2716;0,505323708;0,157456551;Poisson;0;1;0
1815;Name  1815;B;C;89470,25916;0,606824183;0,314083453;Poisson;0;1;0
1816;Name  1816;B;A;901561,284;0,587208193;0,246714584;Poisson;0;1;0
1817;Name  1817;A;A;792666,1962;0,962264423;0,237368011;Poisson;1;0;0
1818;Name  1818;A;B;31274,90692;0,28759943;0,168125966;Poisson;1;0;0
1819;Name  1819;A;A;672638,0445;0,19579624;0,12629804;Poisson;1;0;0
1820;Name  1820;C;E;345168,5714;0,164438691;0,199007815;Poisson;0;0;1
1821;Name  1821;A;E;185351,5847;0,542966519;0,074558181;Poisson;1;0;0
1822;Name  1822;A;C;305666,3274;0,47082719;0,199634737;Poisson;1;0;0
1823;Name  1823;A;E;891047,2628;0,148623326;0,217964201;Poisson;1;0;0
1824;Name  1824;A;D;710745,5865;0,358974204;0,349312607;Poisson;1;0;0
1825;Name  1825;C;D;210781,5478;0,740573901;0,296507653;Poisson;0;0;1
1826;Name  1826;B;E;163500,2469;0,082074234;0,006527284;Poisson;0;1;0
1827;Name  1827;B;C;4368,597129;0,880260755;0,061683227;Poisson;0;1;0
1828;Name  1828;B;E;493529,1759;0,025952049;0,313409926;Poisson;0;1;0
1829;Name  1829;C;E;626557,9648;0,628217505;0,202642611;Poisson;0;0;1
1830;Name  1830;A;D;214072,0442;0,252201095;0,148941;Poisson;1;0;0
1831;Name  1831;C;B;885366,4138;0,34601887;0,200363016;Poisson;0;0;1
1832;Name  1832;B;E;835366,285;0,263893624;0,095080656;Poisson;0;1;0
1833;Name  1833;B;E;223412,7458;0,253659458;0,29597946;Poisson;0;1;0
1834;Name  1834;B;B;277394,5796;0,062218347;0,016385404;Poisson;0;1;0
1835;Name  1835;A;C;158746,0067;0,319862901;0,15273152;Poisson;1;0;0
1836;Name  1836;A;D;413866,1457;0,436435556;0,042626466;Poisson;1;0;0
1837;Name  1837;C;B;263470,563;0,425560005;0,075233641;Poisson;0;0;1
1838;Name  1838;B;E;342441,0648;0,376762762;0,138944635;Poisson;0;1;0
1839;Name  1839;A;D;83228,02328;0,734168308;0,224873386;Poisson;1;0;0
1840;Name  1840;B;B;214274,5729;0,121863798;0,272469782;Poisson;0;1;0
1841;Name  1841;B;B;525461,8186;0,919337199;0,255232911;Poisson;0;1;0
1842;Name  1842;C;D;796019,0192;0,269451947;0,042236579;Poisson;0;0;1
1843;Name  1843;A;E;365072,6497;0,068462973;0,033717043;Poisson;1;0;0
1844;Name  1844;C;D;64993,59798;0,873236713;0,068763194;Poisson;0;0;1
1845;Name  1845;A;D;79535,80281;0,194392284;0,015479815;Poisson;1;0;0
1846;Name  1846;C;A;587393,4995;0,469825859;0,130921152;Poisson;0;0;1
1847;Name  1847;A;B;664319,5771;0,419664464;0,150846855;Poisson;1;0;0
1848;Name  1848;A;B;884149,6019;0,734476635;0,262274448;Poisson;1;0;0
1849;Name  1849;C;B;875960,4246;0,256556089;0,003191809;Poisson;0;0;1
1850;Name  1850;B;E;785642,1923;0,740920093;0,191612856;Poisson;0;1;0
1851;Name  1851;A;A;206407,9207;0,692223568;0,044732025;Poisson;1;0;0
1852;Name  1852;C;B;726030,5464;0,790917425;0,222432669;Poisson;0;0;1
1853;Name  1853;B;B;148996,969;0,257623649;0,326010078;Poisson;0;1;0
1854;Name  1854;C;C;494189,9563;0,994524477;0,298842852;Poisson;0;0;1
1855;Name  1855;B;A;807182,0958;0,301124969;0,117791914;Poisson;0;1;0
1856;Name  1856;A;D;617858,4893;0,848490266;0,180836891;Poisson;1;0;0
1857;Name  1857;C;A;419776,6238;0,025389405;0,070881766;Poisson;0;0;1
1858;Name  1858;A;E;112525,7247;0,805612806;0,22256453;Poisson;1;0;0
1859;Name  1859;B;B;996655,4465;0,92495851;0,177222393;Poisson;0;1;0
1860;Name  1860;C;B;531035,1504;0,912019939;0,021588845;Poisson;0;0;1
1861;Name  1861;C;D;820797,3128;0,333175784;0,182491504;Poisson;0;0;1
1862;Name  1862;A;E;906152,9593;0,133078062;0,324752209;Poisson;1;0;0
1863;Name  1863;A;B;501502,2651;0,27745883;0,171012117;Poisson;1;0;0
1864;Name  1864;A;D;831255,0931;0,994581207;0,348040148;Poisson;1;0;0
1865;Name  1865;B;C;207937,6376;0,927491378;0,205814076;Poisson;0;1;0
1866;Name  1866;C;E;287470,183;0,271854688;0,31401302;Poisson;0;0;1
1867;Name  1867;C;A;541062,938;0,219797463;0,113503207;Poisson;0;0;1
1868;Name  1868;B;D;684782,4611;0,003789731;0,240886198;Poisson;0;1;0
1869;Name  1869;A;D;335454,5015;0,693745652;0,300593495;Poisson;1;0;0
1870;Name  1870;B;E;306363,4039;0,304807629;0,100315797;Poisson;0;1;0
1871;Name  1871;B;E;472427,0163;0,999355594;0,094518807;Poisson;0;1;0
1872;Name  1872;C;B;53871,18272;0,903429254;0,108018002;Poisson;0;0;1
1873;Name  1873;C;A;394121,5393;0,931279711;0,228394279;Poisson;0;0;1
1874;Name  1874;A;B;785851,9865;0,609961601;0,221819455;Poisson;1;0;0
1875;Name  1875;A;B;789225,0846;0,31035525;0,178446465;Poisson;1;0;0
1876;Name  1876;A;C;121370,487;0,727713074;0,162803677;Poisson;1;0;0
1877;Name  1877;A;E;303442,9416;0,600178531;0,084769026;Poisson;1;0;0
1878;Name  1878;A;A;868200,2968;0,282564772;0,195398903;Poisson;1;0;0
1879;Name  1879;C;A;474563,6212;0,729508128;0,262353947;Poisson;0;0;1
